,image,image_path,actual_label,predicted_label,confidence
0,7755.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/102/7755.jpg,0,0,0.054509487003088
0,8526.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/102/8526.jpg,0,13,0.036199718713760376
0,9988.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/102/9988.jpg,0,40,0.053461674600839615
0,4213.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/103/4213.jpg,1,1,0.06225164234638214
0,554.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/103/554.jpg,1,1,0.05558304488658905
0,729.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/103/729.jpg,1,1,0.051469575613737106
0,7395.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/103/7395.jpg,1,1,0.05581015348434448
0,7044.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/104/7044.jpg,2,0,0.04658633843064308
0,736.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/104/736.jpg,2,2,0.046563707292079926
0,887.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/104/887.jpg,2,26,0.04175910726189613
0,9718.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/104/9718.jpg,2,2,0.03916008025407791
0,5697.jpg,/home/grads/hassledw/StyleCLIP_Defense/CelebA_HQ_facial_identity_dataset/StyleCLIP-PGD1010/108/5697.jpg,3,26,0.05419294163584709
