,image,expression,confidence
0,00000.png,neutral,0.29640454053878784
0,00001.png,disgust,0.294510155916214
0,00002.png,neutral,0.33941301703453064
0,00003.png,surprise,0.30159711837768555
0,00004.png,fear,0.22434517741203308
0,00005.png,anger,0.2819983959197998
0,00006.png,happy,0.7023525834083557
0,00007.png,happy,0.25692054629325867
0,00008.png,happy,0.255703866481781
0,00009.png,disgust,0.2472832351922989
0,00010.png,happy,0.24363552033901215
0,00011.png,happy,0.5399190187454224
0,00012.png,fear,0.3327310383319855
0,00013.png,neutral,0.5470594167709351
0,00014.png,happy,0.20458370447158813
0,00015.png,contempt,0.29956865310668945
0,00016.png,contempt,0.3379981815814972
0,00017.png,fear,0.2666266858577728
0,00018.png,happy,0.3960214853286743
0,00019.png,happy,0.5101640224456787
0,00020.png,contempt,0.38064178824424744
0,00021.png,anger,0.42274272441864014
0,00022.png,happy,0.43063607811927795
0,00023.png,happy,0.38924098014831543
0,00024.png,anger,0.2895345687866211
0,00025.png,happy,0.409609854221344
0,00026.png,neutral,0.5748937129974365
0,00027.png,disgust,0.42401421070098877
0,00028.png,anger,0.34030207991600037
0,00029.png,neutral,0.25631004571914673
0,00030.png,disgust,0.3600507080554962
0,00031.png,surprise,0.21816833317279816
0,00032.png,happy,0.5970738530158997
0,00033.png,disgust,0.32298409938812256
0,00034.png,disgust,0.35204410552978516
0,00035.png,neutral,0.38839659094810486
0,00036.png,happy,0.2533031105995178
0,00037.png,happy,0.8523123264312744
0,00038.png,surprise,0.4312978982925415
0,00039.png,anger,0.6085528135299683
0,00040.png,contempt,0.4409179091453552
0,00041.png,sad,0.3714192509651184
0,00042.png,happy,0.32997339963912964
0,00043.png,disgust,0.2828480899333954
0,00044.png,surprise,0.2867584228515625
0,00045.png,disgust,0.32585376501083374
0,00046.png,happy,0.35483524203300476
0,00047.png,happy,0.5036440491676331
0,00048.png,surprise,0.24132567644119263
0,00049.png,happy,0.4638350307941437
0,00050.png,contempt,0.333729088306427
0,00051.png,sad,0.2604857087135315
0,00052.png,fear,0.25623655319213867
0,00053.png,contempt,0.2691029906272888
0,00054.png,surprise,0.46374186873435974
0,00055.png,happy,0.6607462763786316
0,00056.png,happy,0.28603214025497437
0,00057.png,contempt,0.2596212327480316
0,00058.png,anger,0.2886250913143158
0,00059.png,sad,0.19744820892810822
0,00060.png,sad,0.31245970726013184
0,00061.png,happy,0.27800631523132324
0,00062.png,surprise,0.37948185205459595
0,00063.png,neutral,0.34431028366088867
0,00064.png,contempt,0.33175215125083923
0,00065.png,surprise,0.2239701896905899
0,00066.png,contempt,0.2261812388896942
0,00067.png,happy,0.5723764896392822
0,00068.png,surprise,0.35611340403556824
0,00069.png,neutral,0.2502574622631073
0,00070.png,sad,0.20957344770431519
0,00071.png,happy,0.5030497908592224
0,00072.png,neutral,0.3154102861881256
0,00073.png,happy,0.4034002125263214
0,00074.png,happy,0.3898487687110901
0,00075.png,disgust,0.40295106172561646
0,00076.png,happy,0.5620301365852356
0,00077.png,contempt,0.33576977252960205
0,00078.png,happy,0.5217944979667664
0,00079.png,happy,0.3809541165828705
0,00080.png,fear,0.2984457015991211
0,00081.png,happy,0.44467392563819885
0,00082.png,disgust,0.2695063352584839
0,00083.png,anger,0.6254225373268127
0,00084.png,disgust,0.2747652530670166
0,00085.png,sad,0.3020299971103668
0,00086.png,happy,0.5193979144096375
0,00087.png,sad,0.3110376298427582
0,00088.png,anger,0.28980040550231934
0,00089.png,sad,0.24878354370594025
0,00090.png,happy,0.4925689101219177
0,00091.png,happy,0.7763364911079407
0,00092.png,disgust,0.3273526132106781
0,00093.png,contempt,0.31002312898635864
0,00094.png,disgust,0.3689444065093994
0,00095.png,happy,0.6480360627174377
0,00096.png,happy,0.4107706844806671
0,00097.png,contempt,0.4272988438606262
0,00098.png,neutral,0.21905185282230377
0,00099.png,surprise,0.27243486046791077
0,00100.png,happy,0.5794311761856079
0,00101.png,happy,0.7325853109359741
0,00102.png,surprise,0.509731650352478
0,00103.png,happy,0.7453233003616333
0,00104.png,happy,0.7407717704772949
0,00105.png,contempt,0.42295223474502563
0,00106.png,contempt,0.43201589584350586
0,00107.png,happy,0.6494853496551514
0,00108.png,happy,0.49321448802948
0,00109.png,neutral,0.5574514269828796
0,00110.png,happy,0.8577182292938232
0,00111.png,neutral,0.3108292520046234
0,00112.png,disgust,0.33080747723579407
0,00113.png,happy,0.6583869457244873
0,00114.png,contempt,0.5135000944137573
0,00115.png,happy,0.5564998984336853
0,00116.png,happy,0.6208752989768982
0,00117.png,contempt,0.37063345313072205
0,00118.png,neutral,0.4415073096752167
0,00119.png,contempt,0.27693504095077515
0,00120.png,sad,0.3854546844959259
0,00121.png,anger,0.35205188393592834
0,00122.png,contempt,0.32946375012397766
0,00123.png,surprise,0.3325437009334564
0,00124.png,contempt,0.41180184483528137
0,00125.png,surprise,0.3582463562488556
0,00126.png,contempt,0.34092602133750916
0,00127.png,disgust,0.19713085889816284
