,image,expression,confidence
0,00000.png,neutral,0.41755741834640503
0,00001.png,happy,0.671726644039154
0,00002.png,happy,0.5251104831695557
0,00003.png,neutral,0.43132761120796204
0,00004.png,contempt,0.35209712386131287
0,00005.png,contempt,0.35154837369918823
0,00006.png,happy,0.5264531970024109
0,00007.png,happy,0.30536773800849915
0,00008.png,ERR,1.0
0,00009.png,happy,0.5919183492660522
0,00010.png,happy,0.46073946356773376
0,00011.png,happy,0.7755687832832336
0,00012.png,happy,0.4061794579029083
0,00013.png,neutral,0.5643642544746399
0,00014.png,happy,0.576094388961792
0,00015.png,contempt,0.555999219417572
0,00016.png,contempt,0.4374123215675354
0,00017.png,happy,0.361856073141098
0,00018.png,happy,0.8322076201438904
0,00019.png,happy,0.584445059299469
0,00020.png,surprise,0.4252413213253021
0,00021.png,disgust,0.37598758935928345
0,00022.png,happy,0.8126882314682007
0,00023.png,happy,0.6203769445419312
0,00024.png,neutral,0.37482407689094543
0,00025.png,happy,0.7487431168556213
0,00026.png,neutral,0.6309484839439392
0,00027.png,happy,0.40657979249954224
0,00028.png,neutral,0.3413819968700409
0,00029.png,contempt,0.3410743772983551
0,00030.png,happy,0.3564120829105377
0,00031.png,neutral,0.5248043537139893
0,00032.png,happy,0.6521670818328857
0,00033.png,happy,0.5793940424919128
0,00034.png,happy,0.7399624586105347
0,00035.png,sad,0.3011253774166107
0,00036.png,happy,0.3476010262966156
0,00037.png,happy,0.7551785111427307
0,00038.png,surprise,0.501325786113739
0,00039.png,neutral,0.3285391926765442
0,00040.png,contempt,0.45812922716140747
0,00041.png,contempt,0.5718859434127808
0,00042.png,happy,0.5202586650848389
0,00043.png,neutral,0.26283547282218933
0,00044.png,surprise,0.40087804198265076
0,00045.png,happy,0.5716651678085327
0,00046.png,happy,0.4454604387283325
0,00047.png,happy,0.7495813369750977
0,00048.png,contempt,0.40053313970565796
0,00049.png,happy,0.6367905735969543
0,00050.png,neutral,0.378154456615448
0,00051.png,contempt,0.3695175051689148
0,00052.png,happy,0.38301998376846313
0,00053.png,contempt,0.4260711073875427
0,00054.png,surprise,0.2800215780735016
0,00055.png,happy,0.7239307165145874
0,00056.png,happy,0.6401098966598511
0,00057.png,neutral,0.3100588619709015
0,00058.png,disgust,0.3724667727947235
0,00059.png,neutral,0.3802149295806885
0,00060.png,neutral,0.4773118495941162
0,00061.png,happy,0.35341036319732666
0,00062.png,surprise,0.5515825748443604
0,00063.png,neutral,0.4557242691516876
0,00064.png,contempt,0.3426815867424011
0,00065.png,surprise,0.3369101881980896
0,00066.png,neutral,0.3589910566806793
0,00067.png,happy,0.6656943559646606
0,00068.png,surprise,0.5994082689285278
0,00069.png,happy,0.35307037830352783
0,00070.png,neutral,0.3770497739315033
0,00071.png,happy,0.7175693511962891
0,00072.png,contempt,0.27499163150787354
0,00073.png,happy,0.6891022324562073
0,00074.png,happy,0.6629653573036194
0,00075.png,contempt,0.3023136258125305
0,00076.png,happy,0.6628100275993347
0,00077.png,contempt,0.439216673374176
0,00078.png,happy,0.587073564529419
0,00079.png,happy,0.7050370573997498
0,00080.png,neutral,0.43016529083251953
0,00081.png,happy,0.7230008244514465
0,00082.png,happy,0.3334753215312958
0,00083.png,neutral,0.28428786993026733
0,00084.png,contempt,0.40470269322395325
0,00085.png,contempt,0.3719540238380432
0,00086.png,happy,0.7986915707588196
0,00087.png,contempt,0.46617835760116577
0,00088.png,happy,0.36583614349365234
0,00089.png,neutral,0.2897706627845764
0,00090.png,happy,0.7923272848129272
0,00091.png,happy,0.7680585384368896
0,00092.png,happy,0.8236455917358398
0,00093.png,happy,0.5363708734512329
0,00094.png,happy,0.6552370190620422
0,00095.png,happy,0.5495564937591553
0,00096.png,happy,0.7739294171333313
0,00097.png,contempt,0.4393905997276306
0,00098.png,neutral,0.3829551339149475
0,00099.png,contempt,0.2913748025894165
0,00100.png,happy,0.708611011505127
0,00101.png,happy,0.6063122749328613
0,00102.png,neutral,0.4436388909816742
0,00103.png,happy,0.8636072874069214
0,00104.png,happy,0.6674370169639587
0,00105.png,contempt,0.38870298862457275
0,00106.png,happy,0.34853315353393555
0,00107.png,happy,0.5863096714019775
0,00108.png,happy,0.7733704447746277
0,00109.png,neutral,0.37763676047325134
0,00110.png,happy,0.8214787840843201
0,00111.png,neutral,0.36205536127090454
0,00112.png,disgust,0.29576003551483154
0,00113.png,happy,0.7047764658927917
0,00114.png,contempt,0.444183349609375
0,00115.png,contempt,0.36096492409706116
0,00116.png,happy,0.6765828728675842
0,00117.png,contempt,0.33213332295417786
0,00118.png,neutral,0.36546534299850464
0,00119.png,contempt,0.29543498158454895
0,00120.png,neutral,0.3350432813167572
0,00121.png,ERR,1.0
0,00122.png,contempt,0.3014637529850006
0,00123.png,neutral,0.33737701177597046
0,00124.png,neutral,0.3294801712036133
0,00125.png,neutral,0.5809897184371948
0,00126.png,happy,0.4111201763153076
0,00127.png,happy,0.6462962031364441
0,00128.png,contempt,0.5942693948745728
0,00129.png,happy,0.7423911094665527
0,00130.png,neutral,0.35952073335647583
0,00131.png,happy,0.805391252040863
0,00132.png,disgust,0.35718780755996704
0,00133.png,contempt,0.40548810362815857
0,00134.png,neutral,0.3082689344882965
0,00135.png,contempt,0.40581053495407104
0,00136.png,neutral,0.4159948229789734
0,00137.png,happy,0.8355194926261902
0,00138.png,happy,0.5883798599243164
0,00139.png,happy,0.75870680809021
0,00140.png,happy,0.8405043482780457
0,00141.png,happy,0.5912509560585022
0,00142.png,disgust,0.4296901226043701
0,00143.png,happy,0.6288927793502808
0,00144.png,happy,0.42938536405563354
0,00145.png,contempt,0.3394734263420105
0,00146.png,happy,0.6056489944458008
0,00147.png,contempt,0.3789628744125366
0,00148.png,neutral,0.3796282708644867
0,00149.png,happy,0.7296380400657654
0,00150.png,happy,0.49977168440818787
0,00151.png,happy,0.39910688996315
0,00152.png,contempt,0.3693702816963196
0,00153.png,happy,0.772305428981781
0,00154.png,neutral,0.4384736120700836
0,00155.png,happy,0.32430699467658997
0,00156.png,happy,0.6438957452774048
0,00157.png,neutral,0.28637149930000305
0,00158.png,disgust,0.3315706253051758
0,00159.png,contempt,0.4691348671913147
0,00160.png,surprise,0.24785274267196655
0,00161.png,contempt,0.3856598734855652
0,00162.png,happy,0.7588484287261963
0,00163.png,happy,0.6407917141914368
0,00164.png,happy,0.7967439293861389
0,00165.png,happy,0.34852084517478943
0,00166.png,happy,0.2879961431026459
0,00167.png,happy,0.6532450914382935
0,00168.png,contempt,0.42211616039276123
0,00169.png,happy,0.7238726019859314
0,00170.png,disgust,0.3371264636516571
0,00171.png,happy,0.6864145994186401
0,00172.png,neutral,0.4611535370349884
0,00173.png,neutral,0.5869960784912109
0,00174.png,happy,0.7328752875328064
0,00175.png,happy,0.785961925983429
0,00176.png,happy,0.7576627135276794
0,00177.png,neutral,0.478525847196579
0,00178.png,happy,0.2690156400203705
0,00179.png,contempt,0.2302587479352951
0,00180.png,happy,0.6681843400001526
0,00181.png,neutral,0.31713375449180603
0,00182.png,happy,0.31337034702301025
0,00183.png,happy,0.668677806854248
0,00184.png,neutral,0.47902920842170715
0,00185.png,happy,0.49965667724609375
0,00186.png,disgust,0.36226269602775574
0,00187.png,contempt,0.4911060035228729
0,00188.png,contempt,0.4184275269508362
0,00189.png,happy,0.421208918094635
0,00190.png,happy,0.40898242592811584
0,00191.png,disgust,0.35331156849861145
0,00192.png,happy,0.6648862361907959
0,00193.png,contempt,0.2996107339859009
0,00194.png,neutral,0.20645339787006378
0,00195.png,neutral,0.3182096779346466
0,00196.png,happy,0.5846774578094482
0,00197.png,happy,0.7100735306739807
0,00198.png,neutral,0.18694835901260376
0,00199.png,neutral,0.4357967972755432
0,00200.png,neutral,0.27586647868156433
0,00201.png,happy,0.5328840613365173
0,00202.png,happy,0.7507115006446838
0,00203.png,contempt,0.3958832025527954
0,00204.png,happy,0.6874942183494568
0,00205.png,neutral,0.4854840934276581
0,00206.png,contempt,0.3139953017234802
0,00207.png,happy,0.8277593851089478
0,00208.png,neutral,0.21995212137699127
0,00209.png,happy,0.627930760383606
0,00210.png,neutral,0.2979219853878021
0,00211.png,happy,0.3631044626235962
0,00212.png,happy,0.9374560713768005
0,00213.png,contempt,0.497121661901474
0,00214.png,happy,0.3560321033000946
0,00215.png,happy,0.4461587071418762
0,00216.png,contempt,0.3828331530094147
0,00217.png,happy,0.5780068635940552
0,00218.png,happy,0.4928550720214844
0,00219.png,happy,0.6876165270805359
0,00220.png,neutral,0.28565940260887146
0,00221.png,happy,0.6670058965682983
0,00222.png,contempt,0.36986902356147766
0,00223.png,happy,0.7316813468933105
0,00224.png,contempt,0.2777155935764313
0,00225.png,neutral,0.49288564920425415
0,00226.png,neutral,0.4218115210533142
0,00227.png,neutral,0.3077010214328766
0,00228.png,happy,0.43742164969444275
0,00229.png,happy,0.829458475112915
0,00230.png,neutral,0.31626033782958984
0,00231.png,happy,0.4202669858932495
0,00232.png,surprise,0.44917672872543335
0,00233.png,happy,0.6463403105735779
0,00234.png,happy,0.4309557378292084
0,00235.png,neutral,0.2889687120914459
0,00236.png,contempt,0.4890481233596802
0,00237.png,happy,0.650836706161499
0,00238.png,happy,0.40893539786338806
0,00239.png,happy,0.755944013595581
0,00240.png,happy,0.819831132888794
0,00241.png,happy,0.67226642370224
0,00242.png,happy,0.5481656193733215
0,00243.png,contempt,0.47291937470436096
0,00244.png,neutral,0.5372985601425171
0,00245.png,neutral,0.32086119055747986
0,00246.png,happy,0.41930100321769714
0,00247.png,contempt,0.45824652910232544
0,00248.png,happy,0.5584059953689575
0,00249.png,happy,0.584333062171936
0,00250.png,happy,0.34347814321517944
0,00251.png,happy,0.7601268887519836
0,00252.png,happy,0.6646088361740112
0,00253.png,happy,0.48603177070617676
0,00254.png,contempt,0.3476898670196533
0,00255.png,disgust,0.3997995853424072
0,00256.png,happy,0.37393495440483093
0,00257.png,happy,0.3459472358226776
0,00258.png,happy,0.48258528113365173
0,00259.png,disgust,0.4693276882171631
0,00260.png,happy,0.6667181253433228
0,00261.png,happy,0.48604393005371094
0,00262.png,happy,0.565386950969696
0,00263.png,neutral,0.3420414626598358
0,00264.png,happy,0.6555932760238647
0,00265.png,happy,0.6806254386901855
0,00266.png,happy,0.8026185035705566
0,00267.png,happy,0.7112973928451538
0,00268.png,neutral,0.47761666774749756
0,00269.png,contempt,0.34116989374160767
0,00270.png,happy,0.4520092308521271
0,00271.png,happy,0.7231793999671936
0,00272.png,happy,0.7840660214424133
0,00273.png,happy,0.7666123509407043
0,00274.png,happy,0.3032047748565674
0,00275.png,happy,0.6818459630012512
0,00276.png,contempt,0.2536256015300751
0,00277.png,contempt,0.34584084153175354
0,00278.png,happy,0.6338220238685608
0,00279.png,contempt,0.2956930100917816
0,00280.png,contempt,0.27101001143455505
0,00281.png,contempt,0.49442940950393677
0,00282.png,happy,0.6673926115036011
0,00283.png,happy,0.6426436901092529
0,00284.png,contempt,0.34039655327796936
0,00285.png,neutral,0.5491904616355896
0,00286.png,happy,0.5233600735664368
0,00287.png,happy,0.6783623099327087
0,00288.png,contempt,0.3412624001502991
0,00289.png,contempt,0.5739789605140686
0,00290.png,neutral,0.3919632136821747
0,00291.png,neutral,0.5158693790435791
0,00292.png,neutral,0.44055718183517456
0,00293.png,happy,0.7635183334350586
0,00294.png,happy,0.32900139689445496
0,00295.png,happy,0.6135227084159851
0,00296.png,happy,0.5981791019439697
0,00297.png,contempt,0.4294079542160034
0,00298.png,happy,0.7496094107627869
0,00299.png,happy,0.7533465027809143
0,00300.png,happy,0.8505279421806335
0,00301.png,happy,0.48130345344543457
0,00302.png,happy,0.7014825940132141
0,00303.png,contempt,0.2708885967731476
0,00304.png,contempt,0.3432607650756836
0,00305.png,happy,0.3716832995414734
0,00306.png,happy,0.840934693813324
0,00307.png,contempt,0.30094510316848755
0,00308.png,sad,0.3343226909637451
0,00309.png,happy,0.7145538926124573
0,00310.png,contempt,0.37038543820381165
0,00311.png,happy,0.4254331886768341
0,00312.png,happy,0.6768897771835327
0,00313.png,neutral,0.43503880500793457
0,00314.png,happy,0.8047453165054321
0,00315.png,contempt,0.3867769241333008
0,00316.png,happy,0.807002067565918
0,00317.png,happy,0.742324948310852
0,00318.png,neutral,0.5255675315856934
0,00319.png,disgust,0.2633466124534607
0,00320.png,neutral,0.4138019382953644
0,00321.png,neutral,0.313900887966156
0,00322.png,contempt,0.3674887716770172
0,00323.png,happy,0.47676393389701843
0,00324.png,neutral,0.30549487471580505
0,00325.png,disgust,0.32859763503074646
0,00326.png,surprise,0.5912722945213318
0,00327.png,neutral,0.370924174785614
0,00328.png,sad,0.35743823647499084
0,00329.png,disgust,0.32428765296936035
0,00330.png,happy,0.33672064542770386
0,00331.png,contempt,0.4128416180610657
0,00332.png,happy,0.5195587277412415
0,00333.png,happy,0.3755258023738861
0,00334.png,happy,0.6830079555511475
0,00335.png,contempt,0.3382299244403839
0,00336.png,surprise,0.5591918230056763
0,00337.png,disgust,0.20415844023227692
0,00338.png,sad,0.30236247181892395
0,00339.png,neutral,0.3301165699958801
0,00340.png,happy,0.6518053412437439
0,00341.png,neutral,0.2860087454319
0,00342.png,happy,0.4809351861476898
0,00343.png,contempt,0.4268220067024231
0,00344.png,happy,0.5142483711242676
0,00345.png,happy,0.6866732835769653
0,00346.png,happy,0.7249605059623718
0,00347.png,neutral,0.4070461690425873
0,00348.png,neutral,0.42587876319885254
0,00349.png,neutral,0.6250631213188171
0,00350.png,contempt,0.4610757827758789
0,00351.png,contempt,0.30158212780952454
0,00352.png,happy,0.6604514718055725
0,00353.png,contempt,0.29932206869125366
0,00354.png,happy,0.7342804074287415
0,00355.png,happy,0.7505602240562439
0,00356.png,disgust,0.3705091178417206
0,00357.png,happy,0.431534081697464
0,00358.png,happy,0.4653202295303345
0,00359.png,happy,0.7091521620750427
0,00360.png,contempt,0.27300745248794556
0,00361.png,happy,0.7150071263313293
0,00362.png,happy,0.7432391047477722
0,00363.png,happy,0.37437373399734497
0,00364.png,happy,0.602193295955658
0,00365.png,happy,0.740599513053894
0,00366.png,disgust,0.46855679154396057
0,00367.png,contempt,0.28110209107398987
0,00368.png,happy,0.6333451271057129
0,00369.png,happy,0.7372332215309143
0,00370.png,contempt,0.3362087309360504
0,00371.png,happy,0.8914980292320251
0,00372.png,contempt,0.4081242084503174
0,00373.png,happy,0.38996437191963196
0,00374.png,happy,0.590448260307312
