,image,expression,confidence
0,00000.png,neutral,0.47575807571411133
0,00001.png,happy,0.36548277735710144
0,00002.png,neutral,0.4446527361869812
0,00003.png,neutral,0.37556663155555725
0,00004.png,contempt,0.2134651243686676
0,00005.png,anger,0.36451008915901184
0,00006.png,happy,0.5922771096229553
0,00007.png,neutral,0.2694641947746277
0,00008.png,happy,0.2688552737236023
0,00009.png,happy,0.2585018575191498
0,00010.png,happy,0.4357339143753052
0,00011.png,happy,0.5667954087257385
0,00012.png,fear,0.5848895907402039
0,00013.png,neutral,0.45703619718551636
0,00014.png,happy,0.4479525685310364
0,00015.png,contempt,0.32797378301620483
0,00016.png,contempt,0.28358402848243713
0,00017.png,happy,0.4389404356479645
0,00018.png,happy,0.44276008009910583
0,00019.png,happy,0.4959859251976013
0,00020.png,contempt,0.3874073028564453
0,00021.png,fear,0.3768840432167053
0,00022.png,happy,0.5045731067657471
0,00023.png,happy,0.4851645231246948
0,00024.png,anger,0.25186580419540405
0,00025.png,happy,0.4515071511268616
0,00026.png,neutral,0.5273516774177551
0,00027.png,disgust,0.38334232568740845
0,00028.png,anger,0.3770335018634796
0,00029.png,neutral,0.3004150390625
0,00030.png,disgust,0.26109349727630615
0,00031.png,fear,0.231360524892807
0,00032.png,happy,0.544058084487915
0,00033.png,disgust,0.30348724126815796
0,00034.png,disgust,0.34504690766334534
0,00035.png,sad,0.3140735328197479
0,00036.png,contempt,0.2749837338924408
0,00037.png,happy,0.7307394742965698
0,00038.png,surprise,0.3930860757827759
0,00039.png,anger,0.5729855895042419
0,00040.png,contempt,0.36353799700737
0,00041.png,contempt,0.4568827152252197
0,00042.png,disgust,0.3536931872367859
0,00043.png,disgust,0.22598548233509064
0,00044.png,surprise,0.3434920608997345
0,00045.png,disgust,0.28087127208709717
0,00046.png,happy,0.5006424784660339
0,00047.png,happy,0.49139752984046936
0,00048.png,anger,0.21611011028289795
0,00049.png,disgust,0.26280441880226135
0,00050.png,neutral,0.2744070589542389
0,00051.png,neutral,0.2767307460308075
0,00052.png,fear,0.22127915918827057
0,00053.png,contempt,0.31013810634613037
0,00054.png,neutral,0.2709895968437195
0,00055.png,happy,0.5158241987228394
0,00056.png,happy,0.280341237783432
0,00057.png,neutral,0.22011852264404297
0,00058.png,anger,0.2743018865585327
0,00059.png,neutral,0.243638277053833
0,00060.png,sad,0.30338558554649353
0,00061.png,happy,0.2704136073589325
0,00062.png,surprise,0.34525060653686523
0,00063.png,neutral,0.3543367385864258
0,00064.png,contempt,0.3131546676158905
0,00065.png,fear,0.2436012625694275
0,00066.png,contempt,0.245652437210083
0,00067.png,happy,0.5613030195236206
0,00068.png,fear,0.25765347480773926
0,00069.png,neutral,0.26024186611175537
0,00070.png,neutral,0.21551139652729034
0,00071.png,happy,0.6851889491081238
0,00072.png,neutral,0.4782569706439972
0,00073.png,happy,0.4358407258987427
0,00074.png,happy,0.39067012071609497
0,00075.png,disgust,0.3105393052101135
0,00076.png,happy,0.584247887134552
0,00077.png,contempt,0.37503573298454285
0,00078.png,happy,0.4348698854446411
0,00079.png,happy,0.3791442811489105
0,00080.png,neutral,0.33936959505081177
0,00081.png,happy,0.5285075902938843
0,00082.png,contempt,0.2438374161720276
0,00083.png,anger,0.5545752644538879
0,00084.png,sad,0.25041186809539795
0,00085.png,neutral,0.3742528557777405
0,00086.png,happy,0.564767599105835
0,00087.png,sad,0.38477790355682373
0,00088.png,happy,0.23085615038871765
0,00089.png,neutral,0.2528931200504303
0,00090.png,happy,0.6550877094268799
0,00091.png,happy,0.737403929233551
0,00092.png,happy,0.32031863927841187
0,00093.png,contempt,0.266364723443985
0,00094.png,happy,0.31619539856910706
0,00095.png,happy,0.6567757725715637
0,00096.png,happy,0.3479902446269989
0,00097.png,contempt,0.49122005701065063
0,00098.png,neutral,0.36682263016700745
0,00099.png,surprise,0.3166022002696991
0,00100.png,anger,0.3289256989955902
0,00101.png,happy,0.6331987977027893
0,00102.png,neutral,0.3912644386291504
0,00103.png,happy,0.3424992561340332
0,00104.png,happy,0.5975456833839417
0,00105.png,sad,0.24039636552333832
0,00106.png,contempt,0.2892654240131378
0,00107.png,happy,0.5261965990066528
0,00108.png,disgust,0.30332696437835693
0,00109.png,neutral,0.4583612084388733
0,00110.png,happy,0.49035993218421936
0,00111.png,anger,0.36867907643318176
0,00112.png,disgust,0.29249295592308044
0,00113.png,disgust,0.3050397038459778
0,00114.png,contempt,0.1817401498556137
0,00115.png,happy,0.44710779190063477
0,00116.png,happy,0.5377288460731506
0,00117.png,sad,0.43396320939064026
0,00118.png,neutral,0.4058862328529358
0,00119.png,sad,0.43793782591819763
0,00120.png,sad,0.6028010249137878
0,00121.png,neutral,0.28079044818878174
0,00122.png,sad,0.38126787543296814
0,00123.png,neutral,0.25514301657676697
0,00124.png,disgust,0.23491445183753967
0,00125.png,neutral,0.2628650665283203
0,00126.png,contempt,0.29558899998664856
0,00127.png,anger,0.3743720054626465
0,00128.png,anger,0.29044562578201294
0,00129.png,happy,0.5524646043777466
0,00130.png,anger,0.40211719274520874
0,00131.png,happy,0.6906934380531311
0,00132.png,anger,0.21605756878852844
0,00133.png,contempt,0.31217867136001587
0,00134.png,neutral,0.393563449382782
0,00135.png,contempt,0.23701702058315277
0,00136.png,neutral,0.2678395211696625
0,00137.png,happy,0.4291834533214569
0,00138.png,happy,0.43825384974479675
0,00139.png,happy,0.3046380877494812
0,00140.png,happy,0.6623488068580627
0,00141.png,happy,0.3693403899669647
0,00142.png,disgust,0.4142911732196808
0,00143.png,happy,0.5542429089546204
0,00144.png,disgust,0.2299424558877945
0,00145.png,neutral,0.3104286193847656
0,00146.png,happy,0.3568169176578522
0,00147.png,sad,0.2933909296989441
0,00148.png,neutral,0.3850666582584381
0,00149.png,disgust,0.3072477877140045
0,00150.png,happy,0.4281157851219177
0,00151.png,surprise,0.4412217140197754
0,00152.png,neutral,0.2887726128101349
0,00153.png,happy,0.2523924708366394
0,00154.png,neutral,0.41819554567337036
0,00155.png,surprise,0.2906700074672699
0,00156.png,happy,0.5315095782279968
0,00157.png,anger,0.2630598545074463
0,00158.png,disgust,0.3422326445579529
0,00159.png,disgust,0.30842018127441406
0,00160.png,fear,0.4939501881599426
0,00161.png,sad,0.30470535159111023
0,00162.png,happy,0.4570634365081787
0,00163.png,neutral,0.34664615988731384
0,00164.png,happy,0.6456896662712097
0,00165.png,happy,0.5660983920097351
0,00166.png,fear,0.2923423945903778
0,00167.png,happy,0.6918122172355652
0,00168.png,neutral,0.31880271434783936
0,00169.png,happy,0.5583154559135437
0,00170.png,happy,0.34026846289634705
0,00171.png,happy,0.2666604518890381
0,00172.png,neutral,0.42758914828300476
0,00173.png,anger,0.2083934247493744
0,00174.png,happy,0.4295389950275421
0,00175.png,happy,0.5546006560325623
0,00176.png,happy,0.5933860540390015
0,00177.png,surprise,0.4145602285861969
0,00178.png,happy,0.7932265400886536
0,00179.png,sad,0.3105253279209137
0,00180.png,happy,0.30170494318008423
0,00181.png,sad,0.3686000406742096
0,00182.png,happy,0.30389344692230225
0,00183.png,happy,0.5234495401382446
0,00184.png,neutral,0.3524245023727417
0,00185.png,happy,0.2627362608909607
0,00186.png,disgust,0.33671942353248596
0,00187.png,contempt,0.4560030400753021
0,00188.png,neutral,0.4107109308242798
0,00189.png,happy,0.3105180263519287
0,00190.png,happy,0.33603623509407043
0,00191.png,disgust,0.3160110414028168
0,00192.png,happy,0.33161139488220215
0,00193.png,contempt,0.3581615090370178
0,00194.png,sad,0.4047180116176605
0,00195.png,neutral,0.23029156029224396
0,00196.png,disgust,0.31923553347587585
0,00197.png,happy,0.48733583092689514
0,00198.png,fear,0.4295313060283661
0,00199.png,anger,0.33918917179107666
0,00200.png,sad,0.47822216153144836
0,00201.png,disgust,0.32204899191856384
0,00202.png,happy,0.8885469436645508
0,00203.png,disgust,0.5117977261543274
0,00204.png,happy,0.29088205099105835
0,00205.png,neutral,0.41675031185150146
