,image,expression,confidence
0,00000.png,neutral,0.5375636219978333
0,00001.png,happy,0.37942516803741455
0,00002.png,neutral,0.295185387134552
0,00003.png,neutral,0.4083142876625061
0,00004.png,contempt,0.25132042169570923
0,00005.png,anger,0.5153933763504028
0,00006.png,happy,0.5938368439674377
0,00007.png,neutral,0.32751500606536865
0,00008.png,happy,0.4064502418041229
0,00009.png,disgust,0.20565277338027954
0,00010.png,happy,0.35652807354927063
0,00011.png,happy,0.6288161873817444
0,00012.png,fear,0.4225614070892334
0,00013.png,neutral,0.4346587657928467
0,00014.png,happy,0.508560299873352
0,00015.png,contempt,0.40601545572280884
0,00016.png,neutral,0.32949936389923096
0,00017.png,happy,0.418506920337677
0,00018.png,happy,0.6416354179382324
0,00019.png,happy,0.5150322318077087
0,00020.png,contempt,0.2678452730178833
0,00021.png,anger,0.3067988455295563
0,00022.png,happy,0.5645260214805603
0,00023.png,happy,0.483786940574646
0,00024.png,anger,0.2710099518299103
0,00025.png,happy,0.5297613143920898
0,00026.png,neutral,0.5828705430030823
0,00027.png,disgust,0.34552791714668274
0,00028.png,anger,0.28523749113082886
0,00029.png,neutral,0.3701082170009613
0,00030.png,disgust,0.24626362323760986
0,00031.png,sad,0.2065919041633606
0,00032.png,happy,0.4720633924007416
0,00033.png,happy,0.5497537851333618
0,00034.png,happy,0.3919558525085449
0,00035.png,neutral,0.37227171659469604
0,00036.png,happy,0.35756367444992065
0,00037.png,happy,0.7468743920326233
0,00038.png,surprise,0.2981421649456024
0,00039.png,anger,0.41747742891311646
0,00040.png,surprise,0.2753617465496063
0,00041.png,sad,0.4804271161556244
0,00042.png,disgust,0.2776118814945221
0,00043.png,disgust,0.2634502649307251
0,00044.png,happy,0.37181463837623596
0,00045.png,happy,0.3160543739795685
0,00046.png,happy,0.38698798418045044
0,00047.png,happy,0.4106968641281128
0,00048.png,anger,0.22634780406951904
0,00049.png,happy,0.42418304085731506
0,00050.png,contempt,0.25514018535614014
0,00051.png,neutral,0.33939051628112793
0,00052.png,fear,0.2747364342212677
0,00053.png,neutral,0.3292335569858551
0,00054.png,surprise,0.27034249901771545
0,00055.png,happy,0.5757603049278259
0,00056.png,happy,0.3820284605026245
0,00057.png,disgust,0.26541605591773987
0,00058.png,anger,0.2924298942089081
0,00059.png,neutral,0.38874244689941406
0,00060.png,sad,0.2767229378223419
0,00061.png,happy,0.2639221251010895
0,00062.png,surprise,0.3568412959575653
0,00063.png,neutral,0.4189354181289673
0,00064.png,contempt,0.28544363379478455
0,00065.png,surprise,0.2670721709728241
0,00066.png,contempt,0.2098839432001114
0,00067.png,happy,0.5742042660713196
0,00068.png,surprise,0.23930349946022034
0,00069.png,neutral,0.41498270630836487
0,00070.png,neutral,0.2721112072467804
0,00071.png,happy,0.6487902998924255
0,00072.png,neutral,0.6265863180160522
0,00073.png,happy,0.4935949146747589
0,00074.png,happy,0.5110400915145874
0,00075.png,sad,0.25794681906700134
0,00076.png,happy,0.4945904314517975
0,00077.png,contempt,0.45017868280410767
0,00078.png,happy,0.4786764085292816
0,00079.png,happy,0.40353235602378845
0,00080.png,neutral,0.33277708292007446
0,00081.png,happy,0.634261429309845
0,00082.png,happy,0.3016914427280426
0,00083.png,anger,0.36816006898880005
0,00084.png,sad,0.24816381931304932
0,00085.png,neutral,0.33695006370544434
0,00086.png,happy,0.6980173587799072
0,00087.png,sad,0.3909691870212555
0,00088.png,neutral,0.29401734471321106
0,00089.png,sad,0.28296321630477905
0,00090.png,happy,0.6069694757461548
0,00091.png,happy,0.7089639902114868
0,00092.png,happy,0.33822986483573914
0,00093.png,happy,0.24623483419418335
0,00094.png,happy,0.3753308057785034
0,00095.png,happy,0.5459770560264587
0,00096.png,happy,0.5242170691490173
0,00097.png,contempt,0.5318760871887207
0,00098.png,neutral,0.4681722819805145
0,00099.png,surprise,0.28441181778907776
0,00100.png,anger,0.27417197823524475
0,00101.png,happy,0.6458196043968201
0,00102.png,neutral,0.3362894654273987
0,00103.png,happy,0.6953925490379333
0,00104.png,happy,0.5705996751785278
0,00105.png,neutral,0.30591312050819397
0,00106.png,contempt,0.30049601197242737
0,00107.png,happy,0.5324239134788513
0,00108.png,happy,0.4939691126346588
0,00109.png,neutral,0.5056214332580566
0,00110.png,happy,0.5206643342971802
0,00111.png,anger,0.36822742223739624
0,00112.png,disgust,0.21965694427490234
0,00113.png,happy,0.36729705333709717
0,00114.png,contempt,0.26162469387054443
0,00115.png,happy,0.562110424041748
0,00116.png,happy,0.4507130980491638
0,00117.png,sad,0.4853518605232239
0,00118.png,neutral,0.4233746826648712
0,00119.png,sad,0.536886990070343
0,00120.png,sad,0.5282770395278931
0,00121.png,neutral,0.2803395688533783
0,00122.png,sad,0.39298027753829956
0,00123.png,neutral,0.23278596997261047
0,00124.png,sad,0.2313418686389923
0,00125.png,neutral,0.3220083713531494
0,00126.png,happy,0.3263944387435913
0,00127.png,happy,0.44252610206604004
0,00128.png,anger,0.29107415676116943
0,00129.png,happy,0.6977973580360413
0,00130.png,anger,0.392575204372406
0,00131.png,happy,0.7157299518585205
0,00132.png,anger,0.42153677344322205
0,00133.png,contempt,0.35918766260147095
0,00134.png,neutral,0.2691962420940399
0,00135.png,neutral,0.30463525652885437
0,00136.png,disgust,0.28753745555877686
0,00137.png,happy,0.48830991983413696
0,00138.png,happy,0.5241411328315735
0,00139.png,happy,0.25765466690063477
0,00140.png,happy,0.6787281632423401
0,00141.png,happy,0.36817899346351624
0,00142.png,neutral,0.31216514110565186
0,00143.png,happy,0.6354202032089233
